"","state.abb","name","population","id","missing_2020","missing_2021","Notes","source"
"764","IL","franklin county",37685,72079,"","","",""
"765","IL","woodford county",38395,74540,"","","",""
"766","IL","stephenson county",44493,44612,"","","",""
"767","IL","macoupin county",44845,72845,"","","",""
"768","IL","coles county",46761,32766,"","","",""
"769","IL","henry county",49172,48009,"","","",""
"770","IL","knox county",49799,51268,"","","",""
"771","IL","ogle county",51694,45142,"","","",""
"772","IL","grundy county",52517,48949,"","","",""
"773","IL","jackson county",52906,196575,"","","",""
"774","IL","boone county",53334,1036298,"","","",""
"775","IL","whiteside county",55553,32789,"","","",""
"776","IL","adams county",65612,211174,"","","",""
"777","IL","williamson county",67113,1036303,"","","",""
"778","IL","vermilion county",74001,32788,"","","",""
"779","IL","dekalb county",100253,41223,"","missing","",""
"780","IL","macon county",103756,47075,"","","",""
"781","IL","kankakee county",107250,NA,"missing","missing","",""
"782","IL","lasalle county",109421,43929,"","","",""
"783","IL","tazewell county",131073,32787,"","","",""
"784","IL","kendall county",132348,45719,"","","",""
"785","IL","rock island county",144359,1036301,"","","",""
"786","IL","mclean county",170954,32776,"","","",""
"787","IL","peoria county",181322,32782,"","","",""
"788","IL","sangamon county",196122,1036302,"","","",""
"789","IL","champaign county",205629,1035780,"","","",""
"790","IL","st clair county",256823,NA,"missing","missing","",""
"791","IL","madison county",265610,32777,"","","",""
"792","IL","winnebago county",284928,32791,"","","",""
"793","IL","mchenry county",309886,32775,"","","",""
"794","IL","kane county",516141,47034,"","","",""
"795","IL","will county",695844,32790,"","missing","",""
"796","IL","lake county",713251,1036299,"","","",""
"797","IL","dupage county",931244,32767,"","","",""
"798","IL","cook county",5261249,1035781,"","","",""
"799","IN","ohio county",5922,NA,"missing","missing","Indiana has Gateway report in some table forms. Not found statement of net position: https://gateway.ifionline.org/report_builder/Default3a.aspx?rpttype=afr&rpt=AFR_PrintFull_public&rptName=Annual%20Financial%20Report%20-%20Full%20Report",""
"800","IN","union county",7081,112529,"","","",""
"801","IN","warren county",8424,NA,"missing","missing","Indiana has Gateway report in some table forms. Not found statement of net position",""
"802","IN","benton county",8716,112499,"","","",""
"803","IN","switzerland county",9742,112528,"","missing","",""
"804","IN","martin county",9803,112512,"","missing","",""
"805","IN","crawford county",10525,112503,"","","",""
"806","IN","blackford county",12111,112500,"","missing","",""
"807","IN","pike county",12247,112519,"","","",""
"808","IN","pulaski county",12523,112521,"","","",""
"809","IN","newton county",13786,112514,"","missing","",""
"810","IN","tipton county",15386,100217,"","missing","",""
"811","IN","vermillion county",15409,105692,"","missing","",""
"812","IN","brown county",15482,112501,"","missing","",""
"813","IN","parke county",16155,112517,"","","",""
"814","IN","fountain county",16483,112504,"","missing","",""
"815","IN","rush county",16767,112524,"","","",""
"816","IN","perry county",19151,112518,"","missing","",""
"817","IN","spencer county",19835,112525,"","missing","",""
"818","IN","orange county",19848,33210,"","","",""
"819","IN","carroll county",20331,112502,"","missing","",""
"820","IN","fulton county",20469,112505,"","","",""
"821","IN","jay county",20476,33202,"","","",""
"822","IN","sullivan county",20819,224682,"","","",""
"823","IN","owen county",21314,112516,"","missing","",""
"824","IN","franklin county",22793,33193,"","","",""
"825","IN","fayette county",23362,48632,"","","",""
"826","IN","starke county",23380,112526,"","","",""
"827","IN","scott county",24371,33213,"","","",""
"828","IN","randolph county",24409,112522,"","","",""
"829","IN","white county",24668,93300,"","","",""
"830","IN","posey county",25173,112520,"","","",""
"831","IN","clay county",26419,105640,"","","",""
"832","IN","decatur county",26465,93284,"","","",""
"833","IN","jennings county",27581,105662,"","","",""
"834","IN","wells county",28167,50579,"","","",""
"835","IN","washington county",28242,93297,"","","",""
"836","IN","ripley county",28968,112523,"","","",""
"837","IN","greene county",30804,49442,"","","",""
"838","IN","wabash county",30936,49948,"","","",""
"839","IN","jasper county",32892,112507,"","","",""
"840","IN","gibson county",33055,112506,"","","",""
"841","IN","jefferson county",33100,112508,"","","",""
"842","IN","clinton county",33174,48270,"","","",""
"843","IN","daviess county",33366,33188,"","","",""
"844","IN","whitley county",34338,33220,"","","",""
"845","IN","steuben county",34453,33215,"","","",""
"846","IN","adams county",35852,112498,"","missing","",""
"847","IN","miami county",35913,96837,"","","",""
"848","IN","knox county",36248,33204,"","","",""
"849","IN","huntington county",36646,48165,"","","",""
"850","IN","putnam county",36679,105671,"","","",""
"851","IN","cass county",37791,33186,"","","Indiana has Gateway report in some table forms. Not found statement of net position",""
"852","IN","montgomery county",37942,112513,"","","",""
"853","IN","harrison county",39662,33197,"","","",""
"854","IN","lagrange county",40530,33206,"","","",""
"855","IN","dekalb county",43297,105646,"","","",""
"856","IN","dubois county",43643,49114,"","missing","",""
"857","IN","lawrence county",45012,112509,"","","",""
"858","IN","shelby county",45058,33214,"","","",""
"859","IN","marshall county",46076,112511,"","","",""
"860","IN","jackson county",46461,33201,"","","",""
"861","IN","noble county",47453,44868,"","","",""
"862","IN","henry county",48903,33199,"","","Indiana has Gateway report in some table forms. Not found statement of net position",""
"863","IN","dearborn county",50754,33189,"","","",""
"864","IN","warrick county",63996,33218,"","","",""
"865","IN","grant county",66475,33194,"","","",""
"866","IN","wayne county",66513,33219,"","","",""
"867","IN","boone county",71134,143805,"","","",""
"868","IN","morgan county",71848,93289,"","","Indiana has Gateway report in some table forms. Not found statement of net position",""
"869","IN","kosciusko county",80155,33205,"","","",""
"870","IN","hancock county",80187,33196,"","","",""
"871","IN","floyd county",80509,33192,"","","",""
"872","IN","bartholomew county",82216,33185,"","","",""
"873","IN","howard county",83588,33200,"","","",""
"874","IN","vigo county",106119,93296,"","missing","",""
"875","IN","delaware county",111763,33190,"","","",""
"876","IN","laporte county",112276,33208,"","missing","",""
"877","IN","clark county",121353,33187,"","","",""
"878","IN","madison county",130195,NA,"missing","missing","can't find",""
"879","IN","monroe county",139571,100088,"","","",""
"880","IN","johnson county",162224,33203,"","","",""
"881","IN","porter county",173295,33211,"","missing","",""
"882","IN","hendricks county",175575,33198,"","missing","only 2020",""
"883","IN","vanderburgh county",180331,33217,"","","",""
"884","IN","tippecanoe county",186369,33216,"","missing","",""
"885","IN","elkhart county",206983,33191,"","missing","",""
"886","IN","st joseph county",272672,NA,"missing","missing","",""
"887","IN","hamilton county",348966,33195,"","","",""
"888","IN","allen county",386082,33184,"","","",""
"889","IN","lake county",498932,33207,"","","",""
"890","IN","marion county",976631,NA,"missing","missing","",""
"891","KS","greeley county",1274,NA,"missing","missing","KS has regulatory basis financial report",""
"892","KS","wallace county",1517,NA,"missing","","KS has regulatory basis financial report",""
"893","KS","lane county",1569,NA,"missing","missing","KS has regulatory basis financial report",""
"894","KS","comanche county",1680,NA,"missing","","KS has regulatory basis financial report",""
"895","KS","hodgeman county",1739,NA,"missing","missing","KS has regulatory basis financial report",""
"896","KS","clark county",1974,NA,"missing","","KS has regulatory basis financial report",""
"897","KS","stanton county",2083,NA,"missing","missing","KS has regulatory basis financial report",""
"898","KS","wichita county",2149,NA,"missing","missing","KS has regulatory basis financial report",""
"899","KS","graham county",2408,114256,"","missing","",""
"900","KS","sheridan county",2451,NA,"missing","missing","KS has regulatory basis financial report",""
"901","KS","kiowa county",2452,NA,"missing","missing","KS has regulatory basis financial report",""
"902","KS","elk county",2474,NA,"missing","missing","KS has regulatory basis financial report",""
"903","KS","hamilton county",2489,114260,"","missing","",""
"904","KS","rawlins county",2565,114296,"","missing","",""
"905","KS","chase county",2574,NA,"missing","missing","KS has regulatory basis financial report",""
"906","KS","cheyenne county",2615,114241,"","missing","",""
"907","KS","ness county",2667,NA,"missing","missing","KS has regulatory basis financial report",""
"908","KS","morton county",2697,NA,"missing","","KS has regulatory basis financial report",""
"909","KS","gove county",2707,114255,"","missing","",""
"910","KS","logan county",2743,NA,"missing","missing","no statement of net position","https://admin.ks.gov/browse/files/b7a789fb31df4df5a1d70acd44286312/download"
"911","KS","decatur county",2765,NA,"missing","missing","no statement of net position","https://admin.ks.gov/browse/files/ab17c82bc1ec47d5af97fa5fffd32c3b/download"
"912","KS","trego county",2805,NA,"missing","","no statement of net position","https://admin.ks.gov/browse/files/c4ec9eaf97e302a068e3aff002e7130c/download"
"913","KS","edwards county",2883,NA,"missing","missing","can't find",""
"914","KS","jewell county",2936,114267,"","missing","",""
"915","KS","rush county",2938,114300,"","","",""
"916","KS","lincoln county",2948,NA,"missing","","can't find",""
"917","KS","woodson county",3091,NA,"missing","missing","no statement of net position","https://admin.ks.gov/browse/files/dc8f26f55fbf48cea2445ad2e06c404e/download"
"918","KS","chautauqua county",3385,96841,"","missing","",""
"919","KS","osborne county",3497,46371,"","missing","",""
"920","KS","smith county",3552,114306,"","missing","",""
"921","KS","haskell county",3759,114263,"","missing","",""
"922","KS","kearny county",3961,114268,"","missing","",""
"923","KS","meade county",4054,114280,"","missing","",""
"924","KS","stafford county",4055,114307,"","missing","",""
"925","KS","barber county",4203,1036325,"","","",""
"926","KS","republic county",4677,196792,"","missing","",""
"927","KS","rooks county",4895,1036333,"","","",""
"928","KS","phillips county",4977,114293,"","missing","",""
"929","KS","scott county",5138,114302,"","missing","",""
"930","KS","stevens county",5246,114308,"","","",""
"931","KS","morris county",5367,114284,"","","",""
"932","KS","norton county",5453,114289,"","missing","",""
"933","KS","harper county",5465,114261,"","","",""
"934","KS","washington county",5532,1036337,"","","",""
"935","KS","gray county",5646,114258,"","missing","",""
"936","KS","ottawa county",5728,114291,"","","",""
"937","KS","mitchell county",5772,114282,"","","",""
"938","KS","sherman county",5895,114305,"","","",""
"939","KS","greenwood county",5965,114259,"","missing","",""
"940","KS","pawnee county",6261,114292,"","missing","",""
"941","KS","ellsworth county",6369,114252,"","missing","",""
"942","KS","russell county",6670,114301,"","","",""
"943","KS","wabaunsee county",6885,114312,"","missing","",""
"944","KS","grant county",7326,114257,"","","",""
"945","KS","kingman county",7412,114269,"","","",""
"946","KS","doniphan county",7463,114248,"","missing","",""
"947","KS","anderson county",7843,114233,"","missing","",""
"948","KS","thomas county",7933,114310,"","","",""
"949","KS","clay county",8122,114243,"","","",""
"950","KS","coffey county",8356,114244,"","missing","",""
"951","KS","wilson county",8576,114316,"","missing","",""
"952","KS","cloud county",9008,96850,"","","",""
"953","KS","pratt county",9148,114295,"","","",""
"954","KS","rice county",9385,114298,"","missing","",""
"955","KS","brown county",9482,114238,"","missing","",""
"956","KS","linn county",9586,114274,"","missing","",""
"957","KS","marshall county",10026,114279,"","missing","",""
"958","KS","nemaha county",10265,114286,"","missing","",""
"959","KS","marion county",11778,114278,"","missing","",""
"960","KS","allen county",12532,114232,"","missing","",""
"961","KS","jackson county",13241,114265,"","","",""
"962","KS","bourbon county",14333,114237,"","missing","",""
"963","KS","osage county",15746,NA,"missing","missing","no statement of net position","https://osageco.org/DocumentCenter/View/652/2021-Audit-Report?bidId="
"964","KS","neosho county",15905,114287,"","","",""
"965","KS","atchison county",16318,114234,"","missing","",""
"966","KS","jefferson county",18320,114266,"","","",""
"967","KS","dickinson county",18368,196785,"","","",""
"968","KS","cherokee county",19297,114240,"","missing","",""
"969","KS","labette county",20165,114271,"","","",""
"970","KS","seward county",21854,114303,"","","",""
"971","KS","sumner county",22342,114309,"","","",""
"972","KS","pottawatomie county",25411,114294,"","","",""
"973","KS","barton county",25419,114236,"","","",""
"974","KS","franklin county",26008,114254,"","missing","",""
"975","KS","ellis county",28943,114251,"","","",""
"976","KS","mcpherson county",30180,NA,"missing","missing","can't find",""
"977","KS","montgomery county",31393,114283,"","missing","",""
"978","KS","lyon county",32107,114276,"","","",""
"979","KS","harvey county",33998,114262,"","","",""
"980","KS","ford county",34208,114253,"","","",""
"981","KS","miami county",34232,114281,"","","",""
"982","KS","cowley county",34524,114246,"","missing","can't find",""
"983","KS","geary county",36751,96851,"","","",""
"984","KS","finney county",38302,93306,"","","",""
"985","KS","crawford county",38951,1036330,"","","",""
"986","KS","saline county",54253,33453,"","","",""
"987","KS","reno county",61887,33451,"","","",""
"988","KS","butler county",67390,44378,"","","",""
"989","KS","riley county",72013,33452,"","","",""
"990","KS","leavenworth county",81953,93308,"","","",""
"991","KS","douglas county",118777,33449,"","missing","",""
"992","KS","wyandotte county",168904,NA,"missing","missing","Unified Government of Wyandotte County and Kansas City, Kansas, uploaded files to portal",""
"993","KS","shawnee county",178698,33455,"","","",""
"994","KS","sedgwick county",524786,33454,"","","",""
"995","KS","johnson county",611101,44652,"","","",""
"996","KY","robertson county",2181,NA,"missing","missing","Kentucky has a portal of ""Kentucky Association of Counties"". It has fiscal court but do not have statement of netposition.",""
"997","KY","owsley county",4031,NA,"missing","missing","fiscal court, no statement of netposition.",""
"998","KY","hickman county",4530,NA,"missing","missing","fiscal court, no statement of netposition.",""
"999","KY","carlisle county",4806,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1000","KY","cumberland county",5860,NA,"missing","","fiscal court, no statement of netposition.",""
"1001","KY","menifee county",6135,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1002","KY","fulton county",6512,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1003","KY","wolfe county",6556,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1004","KY","elliott county",7333,NA,"missing","","fiscal court, no statement of netposition.",""
"1005","KY","lee county",7372,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1006","KY","nicholas county",7540,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1007","KY","ballard county",7712,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1008","KY","bracken county",8402,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1009","KY","trimble county",8461,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1010","KY","gallatin county",8672,189747,"","","",""
"1011","KY","lyon county",8678,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1012","KY","livingston county",8873,NA,"missing","","fiscal court, no statement of netposition.",""
"1013","KY","crittenden county",9002,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1014","KY","hancock county",9105,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1015","KY","mclean county",9134,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1016","KY","clinton county",9232,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1017","KY","metcalfe county",10286,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1018","KY","leslie county",10471,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1019","KY","carroll county",10836,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1020","KY","green county",11130,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1021","KY","martin county",11249,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1022","KY","owen county",11304,64885,"","","",""
"1023","KY","monroe county",11316,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1024","KY","magoffin county",11604,794786,"","missing","fiscal court, no statement of netposition.",""
"1025","KY","washington county",12042,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1026","KY","edmonson county",12153,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1027","KY","todd county",12289,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1028","KY","butler county",12318,NA,"missing","","fiscal court, no statement of netposition.",""
"1029","KY","caldwell county",12634,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1030","KY","bath county",12716,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1031","KY","jackson county",12962,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1032","KY","webster county",13017,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1033","KY","lewis county",13082,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1034","KY","powell county",13095,189753,"","missing","",""
"1035","KY","union county",13665,400039,"","","",""
"1036","KY","breathitt county",13694,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1037","KY","morgan county",13729,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1038","KY","trigg county",14080,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1039","KY","estill county",14161,105706,"","","",""
"1040","KY","knott county",14163,NA,"missing","","fiscal court, no statement of netposition.",""
"1041","KY","pendleton county",14652,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1042","KY","larue county",14877,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1043","KY","fleming county",15098,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1044","KY","henry county",15697,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1045","KY","casey county",15924,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1046","KY","rockcastle county",16064,169922,"","missing","",""
"1047","KY","lawrence county",16303,NA,"missing","","fiscal court, no statement of netposition.",""
"1048","KY","mccreary county",16857,NA,"missing","","fiscal court, no statement of netposition.",""
"1049","KY","garrard county",16965,94754,"","","",""
"1050","KY","mason county",17130,NA,"missing","","fiscal court, no statement of netposition.",""
"1051","KY","russell county",17995,105734,"","","",""
"1052","KY","harrison county",18718,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1053","KY","adair county",18880,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1054","KY","hart county",19289,NA,"missing","","fiscal court, no statement of netposition.",""
"1055","KY","spencer county",19510,167644,"","missing","",""
"1056","KY","spencer county",19510,189758,"","missing","",""
"1057","KY","wayne county",19542,189761,"","","",""
"1058","KY","marion county",19588,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1059","KY","simpson county",19626,NA,"missing","","fiscal court, no statement of netposition.",""
"1060","KY","bourbon county",20290,NA,"missing","","fiscal court, no statement of netposition.",""
"1061","KY","clay county",20310,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1062","KY","breckinridge county",20443,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1063","KY","allen county",20573,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1064","KY","letcher county",21465,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1065","KY","johnson county",22644,64884,"","","",""
"1066","KY","mercer county",22652,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1067","KY","ohio county",23746,NA,"missing","","fiscal court, no statement of netposition.",""
"1068","KY","anderson county",23870,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1069","KY","bell county",23984,NA,"missing","","fiscal court, no statement of netposition.",""
"1070","KY","lincoln county",24249,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1071","KY","rowan county",24716,398497,"","","",""
"1072","KY","grant county",25014,115752,"","missing","",""
"1073","KY","taylor county",26000,224760,"","","",""
"1074","KY","grayson county",26454,115754,"","missing","",""
"1075","KY","carter county",26607,NA,"missing","","fiscal court, no statement of netposition.",""
"1076","KY","harlan county",26752,44714,"","","",""
"1077","KY","woodford county",26902,398672,"","","",""
"1078","KY","logan county",27515,NA,"missing","","fiscal court, no statement of netposition.",""
"1079","KY","montgomery county",28104,NA,"missing","","fiscal court, no statement of netposition.",""
"1080","KY","perry county",28360,NA,"missing","missing","fiscal court, no statement of netposition.",""
"1081","KY","meade county",30030,189751,"","missing","",""
"1082","KY","knox county",30183,105717,"","","",""
"1083","KY","boyle county",30753,189739,"","","fiscal court, no statement of netposition.",""
"1084","KY","muhlenberg county",30886,401619,"","missing","fiscal court, no statement of netposition.",""
"1085","KY","marshall county",31685,115781,"","missing","",""
"1086","KY","floyd county",35804,NA,"missing","missing","fiscal court, no statement of netposition.","No statement of netposition https://www.auditor.ky.gov/Auditreports/Floyd/2020FloydFC-audit.pdf"
"1087","KY","greenup county",35887,NA,"missing","","fiscal court, no statement of netposition.","only has fiscal court. No statement of net position. https://www.auditor.ky.gov/Auditreports/Greenup/2022GreenupFC-audit.pdf"
"1088","KY","graves county",36527,401617,"","","",""
"1089","KY","whitley county",36695,189764,"","","",""
"1090","KY","clark county",37037,96865,"","missing","",""
"1091","KY","calloway county",37145,203853,"","","",""
"1092","KY","barren county",44502,400037,"","","",""
"1093","KY","henderson county",44668,189749,"","","",""
"1094","KY","hopkins county",45366,NA,"missing","","fiscal court, no statement of netposition.","only has fiscal court. No statement of net position. https://hopkinscounty.ky.gov/images/2021HopkinsFC-SA-audit.pdf"
"1095","KY","nelson county",46784,224748,"","","",""
"1096","KY","boyd county",48197,203193,"","","",""
"1097","KY","shelby county",48243,196804,"","missing","",""
"1098","KY","franklin county",51589,189746,"","","",""
"1099","KY","jessamine county",53016,33579,"","","",""
"1100","KY","scott county",57520,196803,"","missing","",""
"1101","KY","pike county",58443,NA,"missing","missing","",""
"1102","KY","laurel county",62728,NA,"missing","missing","fiscal court, no statement of netposition.","only has fiscal court. No statement of net position. https://www.auditor.ky.gov/Auditreports/Laurel/2021LaurelFC-audit.pdf"
"1103","KY","pulaski county",65104,189755,"","missing","",""
"1104","KY","oldham county",67692,44685,"","","",""
"1105","KY","mccracken county",67911,196802,"","","",""
"1106","KY","christian county",72768,46454,"","","",""
"1107","KY","bullitt county",82355,189740,"","","",""
"1108","KY","madison county",92983,33582,"","","",""
"1109","KY","campbell county",93129,NA,"missing","","uploaded file",""
"1110","KY","daviess county",103391,43915,"","","",""
"1111","KY","hardin county",110816,NA,"missing","","can't find",""
"1112","KY","warren county",135013,43436,"","","",""
"1113","KY","boone county",136465,NA,"missing","missing","uploaded file","only 2020"
"1114","KY","kenton county",169246,65399,"","","",""
"1115","KY","fayette county",322613,NA,"missing","missing","Lexington","LEXINGTON-FAYETTE URBAN COUNTY GOVERNMENT https://www.lexingtonky.gov/sites/default/files/organization-page/2022-02/2021%20ACFR.pdf"
"1116","KY","jefferson county",782783,NA,"missing","missing","already processed","Louisville/Jefferson County Metro Government https://louisvilleky.gov/management-budget/document/annual-comprehensive-financial-report"
"1117","LA","tensas parish",4107,116233,"","missing","",""
"1118","LA","cameron parish",5623,116195,"","missing","",""
"1119","LA","east carroll parish",7397,NA,"missing","missing","",""
"1120","LA","red river parish",7587,NA,"missing","missing","",""
"1121","LA","catahoula parish",8841,NA,"missing","missing","",""
"1122","LA","caldwell parish",9611,116194,"","missing","",""
"1123","LA","west carroll parish",9693,NA,"missing","missing","",""
"1124","LA","madison parish",9923,NA,"missing","missing","",""
"1125","LA","st helena parish",10901,NA,"missing","missing","",""
"1126","LA","bienville parish",12918,116190,"","","",""
"1127","LA","winn parish",13721,NA,"missing","missing","",""
"1128","LA","claiborne parish",14103,116197,"","missing","",""
"1129","LA","lasalle parish",14822,NA,"missing","missing","",""
"1130","LA","jackson parish",14997,NA,"missing","missing","",""
"1131","LA","west feliciana parish",15250,116241,"","","",""
"1132","LA","concordia parish",18568,116198,"","","",""
"1133","LA","east feliciana parish",19450,NA,"missing","missing","",""
"1134","LA","franklin parish",19712,116203,"","","",""
"1135","LA","richland parish",20032,NA,"missing","missing","",""
"1136","LA","st james parish",20117,NA,"missing","missing","",""
"1137","LA","pointe coupee parish",20670,116219,"","","",""
"1138","LA","assumption parish",20957,116187,"","","",""
"1139","LA","union parish",21090,116234,"","","",""
"1140","LA","sabine parish",22093,116223,"","","",""
"1141","LA","grant parish",22135,90721,"","","",""
"1142","LA","allen parish",22684,90543,"","missing","",""
"1143","LA","plaquemines parish",23458,95105,"","","",""
"1144","LA","morehouse parish",25453,NA,"missing","missing","",""
"1145","LA","de soto parish",26838,NA,"missing","missing","",""
"1146","LA","west baton rouge parish",27258,NA,"missing","missing","",""
"1147","LA","iberville parish",30058,116206,"","","",""
"1148","LA","jefferson davis parish",32210,116209,"","missing","",""
"1149","LA","evangeline parish",32304,NA,"missing","missing","",""
"1150","LA","beauregard parish",36600,116189,"","","",""
"1151","LA","webster parish",36875,116238,"","","",""
"1152","LA","natchitoches parish",37388,NA,"missing","","",""
"1153","LA","avoyelles parish",39638,NA,"missing","missing","",""
"1154","LA","st john the baptist parish",42355,NA,"missing","missing","",""
"1155","LA","st bernard parish",43853,NA,"missing","missing","",""
"1156","LA","washington parish",45344,116237,"","","",""
"1157","LA","lincoln parish",48304,NA,"missing","","",""
"1158","LA","vernon parish",48625,116236,"","","",""
"1159","LA","st mary parish",49143,NA,"missing","missing","",""
"1160","LA","st martin parish",51628,116229,"","","",""
"1161","LA","st charles parish",52507,NA,"missing","missing","",""
"1162","LA","vermilion parish",56918,116235,"","","",""
"1163","LA","acadia parish",57472,116185,"","","",""
"1164","LA","iberia parish",70054,95040,"","","",""
"1165","LA","st landry parish",82302,NA,"missing","missing","",""
"1166","LA","lafourche parish",97434,91575,"","","",""
"1167","LA","terrebonne parish",109405,1266372,"","","",""
"1168","LA","ascension parish",126966,94807,"","","",""
"1169","LA","bossier parish",128717,116191,"","","",""
"1170","LA","rapides parish",129657,116220,"","","",""
"1171","LA","tangipahoa parish",133635,95128,"","","",""
"1172","LA","livingston parish",142824,33774,"","","",""
"1173","LA","ouachita parish",160096,116217,"","","",""
"1174","LA","calcasieu parish",216465,116193,"","","",""
"1175","LA","caddo parish",236928,NA,"missing","missing","",""
"1176","LA","lafayette parish",242148,NA,"missing","missing","",""
"1177","LA","st tammany parish",264986,NA,"missing","missing","",""
"1178","LA","orleans parish",383218,NA,"missing","missing","",""
"1179","LA","jefferson parish",439712,116208,"","","",""
"1180","LA","east baton rouge parish",455886,NA,"missing","missing","",""
"1181","MA","nantucket county",14237,NA,"missing","missing","consolidated city-county",""
"1182","MA","dukes county",20579,34002,"","","",""
"1183","MA","franklin county",70930,NA,"missing","missing","abolished",""
"1184","MA","berkshire county",128774,NA,"missing","missing","abolished",""
"1185","MA","hampshire county",146592,NA,"missing","missing","abolished",""
"1186","MA","barnstable county",228856,34001,"","","",""
"1187","MA","hampden county",464407,NA,"missing","missing","abolished",""
"1188","MA","plymouth county",530154,116576,"","","remain county gov, uploaded files to portal",""
"1189","MA","bristol county",576737,NA,"missing","missing","remain county gov, only basic report","https://www.bristolcountyretirement.org/sites/g/files/vyhlif4186/f/uploads/final-bristol_county_retirement_financials_21.pdf"
"1190","MA","norfolk county",724322,NA,"missing","missing","remain county gov, only basic report","https://www.mass.gov/doc/norfolk-county-retirement-board-private-audit-report-years-ended-123121-and-123120/download"
"1191","MA","suffolk county",793271,NA,"missing","missing","abolished",""
"1192","MA","essex county",808491,NA,"missing","missing","Middessex county was abolished in 1997, only has TOWN of ESSEX https://www.essexma.org/sites/g/files/vyhlif4406/f/uploads/fy21_audit.pdf",""
"1193","MA","worcester county",859708,NA,"missing","missing","abolished",""
"1194","MA","middlesex county",1628671,NA,"missing","missing","only has MIDDLESEX COUNTY RETIREMENT SYSTEM https://middlesexretirement.org/wp-content/uploads/2021/08/Middlesex-Retirement-12-31-2020-Financial-Statements-FINAL.pdf",""
"1195","MD","kent county",19114,398515,"","","",""
"1196","MD","somerset county",24564,33972,"","","",""
"1197","MD","garrett county",28792,196833,"","","",""
"1198","MD","dorchester county",32528,189880,"","missing","",""
"1199","MD","caroline county",33273,196829,"","","",""
"1200","MD","talbot county",37481,33973,"","","",""
"1201","MD","queen annes county",50023,NA,"missing","missing","",""
"1202","MD","worcester county",52511,33975,"","","",""
"1203","MD","allegany county",67955,33955,"","","",""
"1204","MD","calvert county",92905,196831,"","","",""
"1205","MD","wicomico county",103556,64900,"","","",""
"1206","MD","cecil county",103793,33959,"","","",""
"1207","MD","st mary's county",113987,NA,"missing","missing","",""
"1208","MD","washington county",154677,196830,"","","",""
"1209","MD","charles county",166726,171240,"","","",""
"1210","MD","carroll county",172923,189875,"","","",""
"1211","MD","harford county",261213,33964,"","","",""
"1212","MD","frederick county",272765,33962,"","","",""
"1213","MD","howard county",332786,33965,"","","",""
"1214","MD","baltimore city",583139,NA,"missing","missing","",""
"1215","MD","anne arundel county",589054,40842,"","","",""
"1216","MD","baltimore county",853325,189872,"","","",""
"1217","MD","prince georges county",965290,NA,"missing","missing","",""
"1218","MD","montgomery county",1060825,33967,"","","",""
"1219","ME","piscataquis county",16805,NA,"missing","missing","only 2019","https://www.maine.gov/audit/county/annual-audit-reports.html"
