"","state.abb","name","population","id","missing_2020","missing_2021","Notes","source"
"411","KY","jefferson county",782783,NA,"missing","missing","already processed","Louisville/Jefferson County Metro Government https://louisvilleky.gov/management-budget/document/annual-comprehensive-financial-report"
"412","LA","tensas parish",4107,116233,"","missing","",""
"413","LA","cameron parish",5623,116195,"","missing","",""
"414","LA","east carroll parish",7397,NA,"missing","missing","",""
"415","LA","red river parish",7587,NA,"missing","missing","",""
"416","LA","catahoula parish",8841,NA,"missing","missing","",""
"417","LA","caldwell parish",9611,116194,"","missing","",""
"418","LA","west carroll parish",9693,NA,"missing","missing","",""
"419","LA","madison parish",9923,NA,"missing","missing","",""
"420","LA","st helena parish",10901,NA,"missing","missing","",""
"421","LA","winn parish",13721,NA,"missing","missing","",""
"422","LA","claiborne parish",14103,116197,"","missing","",""
"423","LA","lasalle parish",14822,NA,"missing","missing","",""
"424","LA","jackson parish",14997,NA,"missing","missing","",""
"425","LA","east feliciana parish",19450,NA,"missing","missing","",""
"426","LA","richland parish",20032,NA,"missing","missing","",""
"427","LA","st james parish",20117,NA,"missing","missing","",""
"428","LA","allen parish",22684,90543,"","missing","",""
"429","LA","morehouse parish",25453,NA,"missing","missing","",""
"430","LA","de soto parish",26838,NA,"missing","missing","",""
"431","LA","west baton rouge parish",27258,NA,"missing","missing","",""
"432","LA","jefferson davis parish",32210,116209,"","missing","",""
"433","LA","evangeline parish",32304,NA,"missing","missing","",""
"434","LA","natchitoches parish",37388,NA,"missing","","",""
"435","LA","avoyelles parish",39638,NA,"missing","missing","",""
"436","LA","st john the baptist parish",42355,NA,"missing","missing","",""
"437","LA","st bernard parish",43853,NA,"missing","missing","",""
"438","LA","lincoln parish",48304,NA,"missing","","",""
"439","LA","st mary parish",49143,NA,"missing","missing","",""
"440","LA","st charles parish",52507,NA,"missing","missing","",""
"441","LA","st landry parish",82302,NA,"missing","missing","",""
"442","LA","caddo parish",236928,NA,"missing","missing","",""
"443","LA","lafayette parish",242148,NA,"missing","missing","",""
"444","LA","st tammany parish",264986,NA,"missing","missing","",""
"445","LA","orleans parish",383218,NA,"missing","missing","",""
"446","LA","east baton rouge parish",455886,NA,"missing","missing","",""
"447","MA","nantucket county",14237,NA,"missing","missing","consolidated city-county",""
"448","MA","franklin county",70930,NA,"missing","missing","abolished",""
"449","MA","berkshire county",128774,NA,"missing","missing","abolished",""
"450","MA","hampshire county",146592,NA,"missing","missing","abolished",""
"451","MA","hampden county",464407,NA,"missing","missing","abolished",""
"452","MA","bristol county",576737,NA,"missing","missing","remain county gov, only basic report","https://www.bristolcountyretirement.org/sites/g/files/vyhlif4186/f/uploads/final-bristol_county_retirement_financials_21.pdf"
"453","MA","norfolk county",724322,NA,"missing","missing","remain county gov, only basic report","https://www.mass.gov/doc/norfolk-county-retirement-board-private-audit-report-years-ended-123121-and-123120/download"
"454","MA","suffolk county",793271,NA,"missing","missing","abolished",""
"455","MA","essex county",808491,NA,"missing","missing","Middessex county was abolished in 1997, only has TOWN of ESSEX https://www.essexma.org/sites/g/files/vyhlif4406/f/uploads/fy21_audit.pdf",""
"456","MA","worcester county",859708,NA,"missing","missing","abolished",""
"457","MA","middlesex county",1628671,NA,"missing","missing","only has MIDDLESEX COUNTY RETIREMENT SYSTEM https://middlesexretirement.org/wp-content/uploads/2021/08/Middlesex-Retirement-12-31-2020-Financial-Statements-FINAL.pdf",""
"458","MD","dorchester county",32528,189880,"","missing","",""
"459","MD","queen annes county",50023,NA,"missing","missing","",""
"460","MD","st mary's county",113987,NA,"missing","missing","",""
"461","MD","baltimore city",583139,NA,"missing","missing","",""
"462","MD","prince georges county",965290,NA,"missing","missing","",""
"463","ME","piscataquis county",16805,NA,"missing","missing","only 2019","https://www.maine.gov/audit/county/annual-audit-reports.html"
"464","ME","washington county",31087,NA,"missing","missing","can't find","https://www.maine.gov/audit/county/annual-audit-reports.html"
"465","ME","lincoln county",35249,116287,"","missing","",""
"466","ME","sagadahoc county",36724,116290,"","missing","",""
"467","ME","waldo county",39654,116292,"","missing","only 2019 2020","https://www.maine.gov/audit/county/annual-audit-reports.html"
"468","ME","hancock county",55500,105873,"","missing","",""
"469","ME","aroostook county",67064,NA,"missing","missing","only 2019","https://www.maine.gov/audit/county/annual-audit-reports.html"
"470","ME","kennebec county",123832,NA,"missing","","uploaded files to portal","https://www.maine.gov/audit/county/annual-audit-reports.html"
"471","ME","penobscot county",152165,NA,"missing","missing","only 2019","https://www.maine.gov/audit/county/annual-audit-reports.html"
"472","ME","york county",212256,NA,"missing","","uploaded files to portal","https://www.yorkcountymaine.gov/finance"
"473","MI","st joseph county",60931,NA,"missing","missing","",""
"474","MI","barry county",62598,NA,"missing","missing","uploaded files to portal",""
"475","MI","st clair county",160375,NA,"missing","missing","",""
"476","MI","wayne county",1789129,NA,"missing","missing","",""
"477","MN","red lake county",3940,106104,"","missing","",""
"478","MN","kittson county",4198,42732,"","missing","",""
"479","MN","murray county",8172,116882,"","missing","",""
"480","MN","dodge county",20895,NA,"missing","missing","",""
"481","MN","st louis county",200064,NA,"missing","missing","",""
"482","MO","worth county",1962,NA,"missing","missing","have financial staments, no statement of net position","https://auditor.mo.gov/AuditReport/Reports?SearchLocalState=4"
"483","MO","mercer county",3513,NA,"missing","missing","have financial staments, no statement of net position","https://auditor.mo.gov/AuditReport/Reports?SearchLocalState=4"
"484","MO","knox county",3739,NA,"missing","missing","have financial staments, no statement of net position",""
"485","MO","schuyler county",4010,NA,"missing","missing","have financial staments, no statement of net position",""
"486","MO","holt county",4184,47087,"","missing","",""
"487","MO","putnam county",4690,NA,"missing","missing","have financial staments, no statement of net position",""
"488","MO","carter county",5202,35112,"","missing","",""
"489","MO","atchison county",5308,NA,"missing","missing","have financial staments, no statement of net position",""
"490","MO","sullivan county",5987,NA,"missing","missing","have financial staments, no statement of net position",""
"491","MO","reynolds county",6077,NA,"missing","missing","have financial staments, no statement of net position",""
"492","MO","clark county",6661,44792,"","missing","",""
"493","MO","shannon county",7028,64944,"","missing","",""
"494","MO","chariton county",7384,NA,"missing","missing","have financial staments, no statement of net position",""
"495","MO","dade county",7587,97954,"","missing","",""
"496","MO","harrison county",8156,81446,"","missing","",""
"497","MO","maries county",8452,97969,"","missing","",""
"498","MO","carroll county",8468,81421,"","missing","",""
"499","MO","ozark county",8520,106210,"","missing","",""
"500","MO","oregon county",8611,NA,"missing","missing","have financial staments, no statement of net position",""
"501","MO","monroe county",8686,NA,"missing","missing","have financial staments, no statement of net position",""
"502","MO","caldwell county",8824,NA,"missing","missing","have financial staments, no statement of net position",""
"503","MO","st clair county",9351,NA,"missing","missing","have financial staments, no statement of net position",""
"504","MO","howard county",10151,108541,"","missing","",""
"505","MO","ralls county",10357,NA,"missing","","have financial staments, no statement of net position",""
"506","MO","ripley county",10670,NA,"missing","","have financial staments, no statement of net position",""
"507","MO","wayne county",10933,NA,"missing","missing","have financial staments, no statement of net position",""
"508","MO","montgomery county",11287,NA,"missing","","have financial staments, no statement of net position",""
"509","MO","dekalb county",11610,108538,"","missing","",""
"510","MO","linn county",11852,101980,"","missing","",""
"511","MO","madison county",12626,108542,"","missing","",""
"512","MO","cedar county",14210,NA,"missing","missing","have financial staments, no statement of net position",""
"513","MO","dent county",14389,119569,"","missing","",""
"514","MO","gasconade county",14760,119570,"","missing","",""
"515","MO","macon county",15197,81486,"","missing","",""
"516","MO","pemiscot county",15585,45040,"","missing","",""
"517","MO","bates county",16045,NA,"missing","missing","have financial staments, no statement of net position",""
"518","MO","wright county",18211,81547,"","missing","",""
"519","MO","ste genevieve county",18474,NA,"missing","missing","",""
"520","MO","perry county",18969,NA,"missing","missing","have financial staments, no statement of net position",""
"521","MO","benton county",19424,35108,"","missing","",""
"522","MO","vernon county",19669,101986,"","missing","",""
"523","MO","nodaway county",21000,81502,"","missing","",""
"524","MO","clinton county",21210,NA,"missing","missing","have financial staments, no statement of net position",""
"525","MO","henry county",21974,97959,"","missing","",""
"526","MO","crawford county",23037,97951,"","missing","",""
"527","MO","ray county",23129,NA,"missing","","have financial staments, no statement of net position",""
"528","MO","mcdonald county",23286,81493,"","missing","",""
"529","MO","washington county",23416,NA,"missing","missing","have financial staments, no statement of net position",""
"530","MO","texas county",24326,97990,"","missing","",""
"531","MO","miller county",24770,81495,"","missing","",""
"532","MO","dunklin county",28217,108539,"","missing","",""
"533","MO","marion county",28480,97970,"","missing","",""
"534","MO","polk county",31612,101983,"","missing","",""
"535","MO","warren county",35740,108546,"","missing","",""
"536","MO","laclede county",36044,119573,"","missing","",""
"537","MO","lawrence county",37977,106192,"","missing","",""
"538","MO","butler county",42059,35111,"","missing","",""
"539","MO","camden county",42802,91401,"","missing","",""
"540","MO","pettis county",43001,119578,"","missing","",""
"541","MO","phelps county",44560,44826,"","missing","",""
"542","MO","st francois county",66437,NA,"missing","missing","",""
"543","MO","cape girardeau county",81811,NA,"missing","missing","have financial staments, no statement of net position",""
"544","MO","franklin county",104853,44489,"","missing","",""
"545","MO","jefferson county",226927,44526,"","missing","",""
"546","MO","st louis city",300483,NA,"missing","missing","",""
"547","MO","st louis county",1003056,NA,"missing","missing","",""
"548","MS","issaquena county",1325,NA,"missing","missing","can't find",""
"549","MS","sharkey county",3769,NA,"missing","missing","can't find",""
"550","MS","jefferson county",7249,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"551","MS","benton county",7661,97996,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"552","MS","franklin county",7665,106140,"","missing","",""
"553","MS","humphreys county",7735,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"554","MS","choctaw county",8208,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"555","MS","wilkinson county",8524,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"556","MS","kemper county",8956,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"557","MS","claiborne county",9099,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"558","MS","noxubee county",10228,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"559","MS","perry county",11458,106156,"","missing","",""
"560","MS","tallahatchie county",12650,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"561","MS","calhoun county",13222,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"562","MS","greene county",13530,119268,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"563","MS","walthall county",13868,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"564","MS","jasper county",16352,119273,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"565","MS","holmes county",16879,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"566","MS","chickasaw county",17078,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"567","MS","winston county",17683,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"568","MS","attala county",17816,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"569","MS","clay county",18621,119264,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"570","MS","tishomingo county",18843,119301,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"571","MS","wayne county",19803,119305,"","missing","",""
"572","MS","coahoma county",21230,44388,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"573","MS","grenada county",21572,NA,"missing","","only 2021","https://www.osa.state.ms.us/documents/counties/"
"574","MS","tippah county",21732,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"575","MS","itawamba county",23862,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"576","MS","george county",24364,119267,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"577","MS","marion county",24370,NA,"missing","missing","wrong file, compliance report","https://www.osa.state.ms.us/documents/counties/"
"578","MS","prentiss county",24962,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"579","MS","simpson county",25892,NA,"missing","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"580","MS","union county",27810,98008,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"581","MS","scott county",27968,119294,"","missing","",""
"582","MS","tate county",28117,119299,"","missing","",""
"583","MS","leflore county",28191,119281,"","missing","",""
"584","MS","copiah county",28268,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"585","MS","adams county",29419,106120,"","missing","",""
"586","MS","pontotoc county",31194,NA,"missing","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"587","MS","panola county",33171,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"588","MS","marshall county",33778,98003,"","missing","",""
"589","MS","alcorn county",34727,106123,"","missing","only 2019","https://www.osa.state.ms.us/documents/counties/"
"590","MS","lincoln county",34822,106149,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"591","MS","oktibbeha county",51698,119287,"","missing","",""
"592","MS","lafayette county",55907,NA,"missing","","only 2021","https://www.osa.state.ms.us/documents/counties/"
"593","MS","pearl river county",56198,119289,"","missing","",""
"594","MS","lamar county",64384,81568,"","missing","",""
"595","MS","lauderdale county",72672,119278,"","missing","",""
"596","MS","lee county",83310,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"597","MS","madison county",109251,34937,"","missing","",""
"598","MS","hinds county",226763,NA,"missing","missing","only 2019 https://www.co.hinds.ms.us/pgs/financial_statements/finstatements.asp",""
"599","MT","petroleum county",500,NA,"missing","missing","can't find",""
"600","MT","treasure county",758,NA,"missing","missing","can't find",""
"601","MT","golden valley county",821,NA,"missing","missing","can't find",""
"602","MT","wibaux county",937,NA,"missing","missing","can't find",""
"603","MT","prairie county",1093,NA,"missing","missing","can't find",""
"604","MT","garfield county",1170,NA,"missing","","can't find",""
"605","MT","carter county",1408,NA,"missing","","can't find",""
"606","MT","daniels county",1653,NA,"missing","missing","can't find",""
"607","MT","powder river county",1693,NA,"missing","missing","can't find",""
"608","MT","mccone county",1730,NA,"missing","missing","can't find",""
"609","MT","meagher county",1922,NA,"missing","missing","can't find",""
"610","MT","liberty county",1956,NA,"missing","","can't find",""
"611","MT","judith basin county",2025,NA,"missing","","can't find",""
"612","MT","wheatland county",2083,NA,"missing","missing","can't find",""
"613","MT","fallon county",3028,NA,"missing","missing","can't find",""
"614","MT","granite county",3308,NA,"missing","","can't find",""
"615","MT","sheridan county",3536,NA,"missing","","can't find",""
"616","MT","sweet grass county",3670,NA,"missing","","uploaded files to portal","https://sweetgrasscountygov.com/government-departments/other-departments/finance-office/audits/"
"617","MT","phillips county",4208,NA,"missing","missing","can't find",""
"618","MT","chouteau county",5895,120607,"","missing","",""
"619","MT","broadwater county",6857,NA,"missing","","only 2021, 2022",""
"620","MT","blaine county",7005,NA,"missing","missing","can't find",""
"621","MT","valley county",7556,NA,"missing","missing","can't find",""
"622","MT","dawson county",8923,NA,"missing","missing","can't find",""
"623","MT","deer lodge county",9420,NA,"missing","missing","anaconda-deer lodge county",""
"624","MT","richland county",11531,NA,"missing","","can't find",""
"625","MT","big horn county",13082,NA,"missing","","only 2018","https://www.bighorncountymt.gov/Archive.aspx?AMID=36&Type=&ADID="
"626","MT","glacier county",13737,NA,"missing","","can't find",""
"627","MT","silver bow county",35201,NA,"missing","missing","uploaded files to portal","https://www.co.silverbow.mt.us/2032/Annual-Comprehensive-Financial-Report"
"628","MT","ravalli county",44409,44143,"","missing","",""
"629","MT","missoula county",118337,35366,"","missing","",""
"630","NC","yancey county",18490,36690,"","missing","",""
"631","NC","caswell county",22699,36519,"","missing","",""
"632","NC","cherokee county",28858,36526,"","missing","",""
"633","ND","slope county",695,NA,"missing","","ND state auditor has a site to complie counties' acfrs. Many of them have not submitted","https://www.nd.gov/auditor/foster-county"
"634","ND","billings county",933,NA,"missing","","can't find",""
"635","ND","sheridan county",1267,123516,"","missing","2 year combine 2019 2020",""
"636","ND","golden valley county",1720,NA,"missing","missing","can't find",""
"637","ND","oliver county",1869,123509,"","missing","",""
"638","ND","logan county",1890,NA,"missing","missing","can't find",""
"639","ND","towner county",2147,123519,"","missing","2 year combine 2019 2020",""
"640","ND","adams county",2187,98039,"","missing","",""
"641","ND","burke county",2208,123492,"","missing","",""
"642","ND","renville county",2273,123513,"","missing","",""
"643","ND","grant county",2289,NA,"missing","missing","can't find",""
"644","ND","griggs county",2297,NA,"missing","missing","can't find",""
"645","ND","eddy county",2320,123495,"","missing","",""
"646","ND","kidder county",2387,123501,"","missing","",""
"647","ND","hettinger county",2467,NA,"missing","missing","can't find",""
"648","ND","mcintosh county",2511,123504,"","missing","",""
"649","ND","bowman county",2984,55613,"","missing","",""
"650","ND","nelson county",2993,123508,"","missing","",""
"651","ND","emmons county",3293,123496,"","missing","",""
"652","ND","foster county",3388,NA,"missing","missing","can't find",""
"653","ND","sargent county",3836,NA,"missing","missing","can't find",""
"654","ND","sioux county",3882,NA,"missing","missing","can't find",""
"655","ND","wells county",3971,NA,"missing","missing","can't find",""
"656","ND","mchenry county",5311,NA,"missing","missing","can't find",""
"657","ND","ransom county",5690,123512,"","missing","",""
"658","ND","benson county",5931,123490,"","missing","only 2020",""
"659","ND","bottineau county",6384,123491,"","missing","",""
"660","ND","pembina county",6823,151056,"","missing","",""
"661","ND","traill county",7988,123520,"","missing","",""
"662","ND","mercer county",8348,123506,"","missing","",""
"663","ND","mclean county",9756,123505,"","missing","",""
"664","ND","mountrail county",9807,123507,"","missing","",""
"665","ND","barnes county",10847,NA,"missing","missing","can't find",""
"666","ND","mckenzie county",14776,NA,"missing","","can't find",""
"667","ND","ward county",69923,81826,"","missing","",""
"668","NH","carroll county",50235,121283,"","missing","",""
"669","NH","belknap county",63775,NA,"missing","missing","uploaded files to portal","https://www.belknapcounty.gov/financial-reports/pages/audit-reports"
"670","NH","rockingham county",314603,NA,"missing","missing","only 2020","https://rockinghamcountynh.org/about/documents/"
"671","NJ","salem county",64842,NA,"missing","missing","audit report, not ACFRS","https://www.salemcountynj.gov/wp-content/uploads/2020/11/Salem-County-2019-Audit-min.pdf"
"672","NJ","mercer county",386441,47140,"","missing","",""
"673","NJ","camden county",523074,43146,"","missing","",""
"674","NM","harding county",655,NA,"missing","missing","can't find",""
"675","NM","de baca county",1683,NA,"missing","missing","only 2019",""
"676","NM","union county",4072,NA,"missing","missing","can't find",""
"677","NM","mora county",4192,NA,"missing","","only mora city, can't find county","https://www.ci.mora.mn.us/finance/pages/comprehensive-annual-financial-report"
"678","NM","guadalupe county",4440,NA,"missing","","can't find",""
"679","NM","quay county",8712,121936,"","missing","",""
"680","NM","sierra county",11563,121938,"","missing","",""
"681","NM","torrance county",15054,NA,"missing","missing","only 2020",""
"682","NM","roosevelt county",19157,NA,"missing","missing","can't find",""
"683","NM","los alamos county",19415,82144,"","missing","",""
"684","NM","taos county",34459,NA,"missing","","found tows of Taos","https://www.taosgov.com/Archive.aspx?AMID=37"
"685","NM","curry county",48370,NA,"missing","missing","only 2019","https://reports.saonm.org/audit_reports"
"686","NM","chaves county",65148,NA,"missing","","only 2020","https://www.chavescounty.gov/your-county/departments/finance-department/budget"
"687","NV","carson city",58683,NA,"missing","missing","",""
"688","NY","putnam county",97632,NA,"missing","","can't find","https://www.putnamcountyny.com/finance"
"689","NY","st lawrence county",108554,NA,"missing","missing","",""
"690","NY","richmond county",494586,NA,"missing","missing","can't find",""
"691","NY","bronx county",1461125,NA,"missing","missing","can't find",""
"692","NY","new york county",1677306,NA,"missing","missing","can't find",""
"693","NY","queens county",2388586,NA,"missing","missing","NY has a data portal. Just can't locate ACFRs",""
"694","NY","kings county",2719044,NA,"missing","missing","NY has a data portal. Just can't locate ACFRs","https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm"
"695","OH","morgan county",13756,NA,"missing","missing","can't find",""
"696","OH","pike county",27069,36906,"","missing","",""
"697","OH","perry county",35448,36904,"","missing","",""
"698","OH","defiance county",38254,NA,"missing","missing","can't find",""
"699","OH","clinton county",42023,36871,"","missing","",""
"700","OH","lawrence county",58136,NA,"missing","missing","can't find",""
"701","OH","muskingum county",86450,NA,"missing","missing","uploaded files to portal","https://www.muskingumcountyauditor.org/Link?Link_ID=41"
"702","OK","cimarron county",2290,125411,"","missing","",""
"703","OK","harmon county",2473,125422,"","missing","",""
"704","OK","harper county",3248,NA,"missing","","OK has a portal of financial report here, but no statement of net position: https://www.sai.ok.gov/audit_reports/index.php?action=showcounty&type=&county=54",""
"705","OK","roger mills county",3428,57485,"","missing","",""
"706","OK","grant county",4174,125420,"","missing","",""
"707","OK","dewey county",4474,NA,"missing","missing","financial report here, but no statement of net position",""
"708","OK","beaver county",5029,125403,"","missing","",""
"709","OK","coal county",5284,NA,"missing","missing","financial report here, but no statement of net position",""
"710","OK","jefferson county",5325,125426,"","missing","",""
"711","OK","greer county",5493,125421,"","missing","",""
"712","OK","cotton county",5535,125414,"","missing","",""
"713","OK","alfalfa county",5708,125401,"","missing","",""
"714","OK","major county",7746,125438,"","missing","",""
"715","OK","kiowa county",8493,125430,"","missing","",""
"716","OK","woods county",8598,NA,"missing","missing","financial report here, but no statement of net position",""
"717","OK","nowata county",9322,NA,"missing","missing","financial report here, but no statement of net position",""
"718","OK","latimer county",9481,125431,"","missing","",""
"719","OK","okfuskee county",11271,NA,"missing","missing","financial report here, but no statement of net position",""
"720","OK","haskell county",11552,NA,"missing","missing","financial report here, but no statement of net position",""
"721","OK","murray county",13877,125441,"","missing","",""
"722","OK","craig county",14136,NA,"missing","missing","financial report here, but no statement of net position",""
"723","OK","atoka county",14154,125402,"","missing","",""
"724","OK","choctaw county",14201,125410,"","missing","",""
"725","OK","mcintosh county",18950,125437,"","missing","",""
"726","OK","woodward county",20406,125464,"","missing","",""
"727","OK","texas county",21291,NA,"missing","missing","financial report here, but no statement of net position",""
"728","OK","seminole county",23515,125456,"","missing","",""
"729","OK","jackson county",24736,125425,"","missing","",""
"730","OK","ottawa county",30229,NA,"missing","missing","financial report here, but no statement of net position",""
"731","OK","mccurtain county",30838,NA,"missing","missing","financial report here, but no statement of net position",""
"732","OK","okmulgee county",36686,NA,"missing","missing","financial report here, but no statement of net position",""
"733","OK","pontotoc county",38087,125452,"","missing","",""
"734","OK","mayes county",39053,NA,"missing","missing","financial report here, but no statement of net position",""
"735","OK","delaware county",40385,NA,"missing","missing","financial report here, but no statement of net position",""
"736","OK","mcclain county",41911,NA,"missing","missing","financial report here, but no statement of net position",""
"737","OK","stephens county",42814,125458,"","missing","",""
"738","OK","kay county",43609,125428,"","missing","",""
"739","OK","pittsburg county",43784,125451,"","missing","",""
"740","OK","osage county",45778,NA,"missing","missing","financial report here, but no statement of net position",""
"741","OK","bryan county",46327,NA,"missing","","financial report here, but no statement of net position",""
"742","OK","cherokee county",47090,125409,"","missing","",""
"743","OK","le flore county",48195,NA,"missing","missing","financial report here, but no statement of net position",""
"744","OK","logan county",49743,125433,"","missing","",""
"745","OK","washington county",52604,125462,"","missing","",""
"746","OK","garfield county",62692,125418,"","missing","",""
"747","OK","muskogee county",66241,125442,"","missing","",""
"748","OK","creek county",71837,84870,"","missing","",""
"749","OK","pottawatomie county",72542,NA,"missing","missing","financial report here, but no statement of net position",""
"750","OK","wagoner county",81379,125461,"","missing","",""
"751","OK","rogers county",95387,NA,"missing","missing","financial report here, but no statement of net position",""
"752","OK","cleveland county",296207,125412,"","missing","",""
"753","OR","baker county",16725,NA,"missing","missing","can't find",""
"754","OR","hood river county",23958,NA,"missing","","uploaded files to portal",""
"755","PA","potter county",16385,42727,"","missing","",""
"756","PA","wyoming county",26030,98494,"","missing","only 2020","PA has a portal here https://munstats.pa.gov/Reports/ReportInformation2.aspx?report=cAfrForm14"
"757","PA","clearfield county",80438,44177,"","missing","",""
"758","PA","lycoming county",114108,37720,"","missing","",""
"759","PA","lebanon county",143282,37718,"","missing","only 2020",""
"760","PA","montgomery county",856938,37721,"","missing","",""
"761","PA","philadelphia county",1600600,NA,"missing","missing","",""
"762","RI","bristol county",50774,NA,"missing","missing","does not have any local government at the county level, local governance is provided by the eight cities and thirty-one towns",""
"763","RI","newport county",85508,NA,"missing","missing","does not have any local government at the county level, local governance is provided by the eight cities and thirty-one towns",""
"764","RI","washington county",129757,NA,"missing","missing","does not have any local government at the county level, local governance is provided by the eight cities and thirty-one towns",""
"765","RI","kent county",170386,NA,"missing","missing","does not have any local government at the county level, local governance is provided by the eight cities and thirty-one towns",""
"766","RI","providence county",659920,NA,"missing","missing","",""
"767","SC","allendale county",7992,NA,"missing","missing","can't find",""
"768","SC","mccormick county",9505,NA,"missing","missing","only 2020",""
"769","SC","calhoun county",14113,NA,"missing","missing","uploaded files to portal","https://calhouncounty.sc.gov/financial-audits"
"770","SC","lee county",16533,NA,"missing","missing","uploaded files to portal",""
"771","SC","saluda county",18830,NA,"missing","missing","can't find","https://www.leecountysc.org/about/county_financial_audits.php#outer-247"
"772","SC","barnwell county",20580,NA,"missing","missing","can't find",""
"773","SC","abbeville county",24256,NA,"missing","missing","uploaded files to portal","association of counties https://www.sccounties.org/county/abbeville-county"
"774","SC","marlboro county",26481,NA,"missing","missing","can't find",""
"775","SC","dillon county",28275,NA,"missing","missing","can't find",""
"776","SC","newberry county",37731,NA,"missing","missing","uploaded files to portal",""
"777","SC","chesterfield county",43250,NA,"missing","missing","uploaded files to portal",""
"778","SC","cherokee county",56207,NA,"missing","missing","2019",""
"779","SD","jones county",925,NA,"missing","missing","2 years combined 2019 2020","https://legislativeaudit.sd.gov/reports/reports.aspx"
"780","SD","hyde county",1249,NA,"missing","","2 years combined 2021 2020","https://legislativeaudit.sd.gov/reports/reports.aspx"
"781","SD","harding county",1307,1266341,"","missing","2 year combine 2019 2020",""
"782","SD","campbell county",1377,1266365,"","missing","2 years combined 2019 2020",""
"783","SD","sully county",1452,1266342,"","missing","2 years combined 2019 2020",""
"784","SD","jerauld county",1648,NA,"missing","","2 years combined 2021 2020",""
"785","SD","haakon county",1870,NA,"missing","missing","only until 2019",""
"786","SD","mellette county",1921,NA,"missing","missing","only until 2019",""
"787","SD","buffalo county",1938,1266364,"","missing","2 years combined 2019 2020",""
"788","SD","faulk county",2128,128264,"","missing","",""
"789","SD","miner county",2310,NA,"missing","","2 years combined 2021 2020",""
"790","SD","sanborn county",2325,NA,"missing","","2 years combined 2021 2020",""
"791","SD","ziebach county",2392,NA,"missing","","2 years combined 2021 2020",""
"792","SD","mcpherson county",2402,NA,"missing","","2 years combined 2021 2020",""
"793","SD","potter county",2480,1266336,"","missing","2 years combined 2019 2020",""
"794","SD","aurora county",2733,NA,"missing","","uploaded 2 years combined 2021 2020",""
"795","SD","jackson county",2801,NA,"missing","missing","2 years combined 2018 2019",""
"796","SD","douglas county",2829,1266359,"","missing","2 years combined 2019 2020",""
"797","SD","perkins county",2842,NA,"missing","","2 years combined 2021 2020",""
"798","SD","stanley county",2969,NA,"missing","missing","2 years combined 2018 2019",""
"799","SD","hand county",3145,1266362,"","missing","2 years combined 2019 2020",""
"800","SD","bennett county",3389,1266356,"","missing","2 years combined 2019 2020",""
"801","SD","hanson county",3465,NA,"missing","","2 years combined 2021 2020",""
"802","SD","lyman county",3709,NA,"missing","missing","2 years combined 2018 2019",""
"803","SD","clark county",3855,NA,"missing","","2 years combined 2021 2020",""
"804","SD","corson county",3891,NA,"missing","","2 years combined 2021 2020",""
"805","SD","edmunds county",3982,NA,"missing","","2 years combined 2021 2020",""
"806","SD","gregory county",3997,1266361,"","missing","2 years combined 2019 2020",""
"807","SD","deuel county",4294,1266358,"","missing","2 years combined 2019 2020",""
"808","SD","marshall county",4315,NA,"missing","","2 years combined 2021 2020",""
