"","state.abb","state.name","geo_id","year","name","total_liabilities","net_pension_liability","net_opeb_liability","current_liabilities","net_pension_assets","net_opeb_assets","expenses","revenues","population","urban_pop","pct_urban_pop","median_hh_income_21"
"4103","SC","South Carolina","45087",2021,"union county",31648362,18371345,2841200,4447732,0,0,23328619,27411727,27240,9729,0.357106151813243,43615
"4104","IL","Illinois","17109",2021,"mcdonough county",7863136,0,1043850,4522868,3031638,0,21398865,26518093,27237,15656,0.574785226521771,53024
"4105","NM","New Mexico","35047",2021,"san miguel county",26090866,9619470,3803371,2857793,0,0,17107273,21009592,27203,14530,0.53417153781111,43564
"4106","NM","New Mexico","35006",2021,"cibola county",32148611,8634305,3218043,3385445,0,0,37294194,41520374,27172,9972,0.366995436478728,42862
"4107","OH","Ohio","39131",2021,"pike county",26273923,11641011,0,0,0,1336473,23043302,38197211,27089,4969,0.183439161252215,49357
"4108","IL","Illinois","17075",2021,"iroquois county",4828055,0,0,4151368,5710400,0,12789339,16626849,27079,4671,0.172508032647635,60736
"4109","GA","Georgia","13279",2021,"toombs county",50676951,843986,0,5685371,0,0,23042823,24845284,27031,13598,0.503070662227155,45253
"4110","WV","West Virginia","54057",2021,"mineral county",5124006,1332674,341254,2859105,0,0,8609315,10025730,26938,8290,0.307743707773406,54960
"4111","OK","Oklahoma","40015",2021,"caddo county",0,0,0,0,0,0,18283223,20944143,26934,5005,0.185748747448506,44121
"4112","KY","Kentucky","21239",2021,"woodford county",0,0,0,0,0,0,18901903,21775459,26874,16863,0.627553868482751,76942
"4113","KY","Kentucky","21095",2021,"harlan county",0,0,0,0,0,0,17631293,17229684,26833,6147,0.229100667138757,31116
"4114","TN","Tennessee","47071",2021,"hardin county",39590459,0,340455,1926269,2095886,0,23203657,29688816,26829,8828,0.329022399463307,50309
"4115","LA","Louisiana","22031",2021,"de soto parish",15911893,0,5245132,6089894,1385944,0,31132575,35382947,26809,5602,0.208936297180367,48007
"4116","GA","Georgia","13085",2021,"dawson county",10242743,1846071,0,3456829,0,0,44878963,54116204,26796,8200,0.305992984551086,76903
"4117","GA","Georgia","13257",2021,"stephens county",16013449,0,0,1398698,0,0,22696663,24392083,26787,11807,0.440822879330944,47909
"4118","MS","Mississippi","28163",2021,"yazoo county",45731171,13361510,0,7661450,0,0,26559368,29770986,26748,15060,0.563138017425121,37119
"4119","VA","Virginia","51099",2021,"king george county",136334820,4977004,991288,12596450,0,0,67246920,71079971,26722,0,0,98668
"4120","TX","Texas","48171",2021,"gillespie county",14116383,231866,0,1328445,0,0,22197929,30954339,26722,11641,0.435584658559401,71594
"4121","WI","Wisconsin","55057",2021,"juneau county",32289788,0,1992583,7592086,5796477,0,38328916,42384240,26721,0,0,57000
"4122","IA","Iowa","19015",2021,"boone county",19382813,5211550,425095,3567170,0,0,23302155,29326454,26715,12511,0.468313681452368,69888
"4123","OH","Ohio","39019",2021,"carroll county",26497091,13960514,0,5020509,0,1627503,21651791,35817634,26714,0,0,56287
"4124","OR","Oregon","41065",2021,"wasco county",14068796,12056898,752257,1114529,0,0,26377445,32557359,26663,17398,0.652343457067867,59638
"4125","MI","Michigan","26127",2021,"oceana county",11429638,5513129,946120,3747458,0,0,15033491,16825002,26658,0,0,56533
"4126","KY","Kentucky","21043",2021,"carter county",0,0,0,0,0,0,19174763,22927608,26626,5418,0.203477673038645,43538
"4127","NE","Nebraska","31025",2021,"cass county",0,0,0,0,0,0,22579753,29615300,26598,6655,0.250206782464847,77771
"4128","NC","North Carolina","37009",2021,"ashe county",38270672,6195663,9562179,3733566,75822,0,47002821,42567291,26581,0,0,45551
"4129","NY","New York","36049",2021,"lewis county",242456591,175615,202426811,30111006,0,0,162090963,159023405,26580,0,0,59978
"4130","IN","Indiana","18031",2021,"decatur county",0,0,0,0,0,0,0,0,26471,12529,0.473292535509217,64871
"4131","MN","Minnesota","27095",2021,"mille lacs county",41573604,8233607,2865114,5409253,140952,0,38628845,41558711,26467,4803,0.181526134774557,66546
"4132","IN","Indiana","18021",2021,"clay county",0,0,0,0,0,0,0,0,26457,10587,0.400022670596237,64245
"4133","KY","Kentucky","21085",2021,"grayson county",0,0,0,0,0,0,29722365,23604423,26418,6488,0.24557153671461,45695
"4134","GA","Georgia","13131",2021,"grady county",29410495,344870,0,3480722,0,0,19309292,24669723,26237,10346,0.394343649946638,42171
"4135","OR","Oregon","41061",2021,"union county",15907718,0,329354,5678137,0,0,29493406,36672926,26197,14954,0.570850511528478,53294
"4136","MI","Michigan","26029",2021,"charlevoix county",24554438,17503068,2836857,3904004,0,0,20348248,25686487,26051,7868,0.30198817839871,64604
"4137","CO","Colorado","08039",2021,"elbert county",23639060,0,0,2927802,0,0,36011143,42459769,26049,0,0,114853
"4138","KY","Kentucky","21217",2021,"taylor county",0,0,0,0,0,0,13544297,16150309,26019,12789,0.491449871267725,50258
"4139","KS","Kansas","20059",2021,"franklin county",0,9605960,0,0,0,0,34793782,40476628,25994,12461,0.479342975842437,64136
"4140","MS","Mississippi","28133",2021,"sunflower county",19946062,11824346,0,3448115,0,0,16626639,22030453,25973,9341,0.359670401601787,34017
"4141","MI","Michigan","26043",2021,"dickinson county",23331642,16086974,2543997,3120295,0,314054,8887559,19709583,25952,16801,0.64751223648206,56033
"4142","MS","Mississippi","28127",2021,"simpson county",32139511,13064133,0,3782553,0,0,17660508,17120211,25950,0,0,43757
"4143","MN","Minnesota","27015",2021,"brown county",18242155,8140902,659162,2331602,61522,0,35515631,47874119,25914,13435,0.518485643717197,63708
"4144","TN","Tennessee","47109",2021,"mcnairy county",34834028,0,0,2833213,604330,0,14377343,18222663,25859,0,0,45083
"4145","CO","Colorado","08083",2021,"montezuma county",0,0,0,0,0,0,49581537,51003828,25846,8628,0.333784672521181,53337
"4146","VA","Virginia","51167",2021,"russell county",28899622,7641214,3435760,4226031,0,0,34463205,37828360,25786,158,0.00612854427679299,45254
"4147","NC","North Carolina","37123",2021,"montgomery county",99275333,4240285,4277376,5663640,55521,0,37162589,47339282,25752,0,0,52897
"4148","AR","Arkansas","05071",2021,"johnson county",1179504,1337759,0,1179504,0,0,12598873,15476345,25749,7816,0.303545768767719,43003
"4149","IA","Iowa","19149",2021,"plymouth county",10405404,4493676,38440,2741055,0,0,20509101,29281212,25697,10138,0.394505408981244,74002
"4150","OK","Oklahoma","40049",2021,"garvin county",0,0,0,0,0,0,15496675,21148782,25655,5608,0.218584346741503,50043
"4151","SC","South Carolina","45037",2021,"edgefield county",21328681,15533858,0,2913784,0,0,18510639,19582742,25648,3083,0.120162138987411,57774
"4152","MI","Michigan","26031",2021,"cheboygan county",12848431,9959812,0,2466016,0,0,19998889,22038726,25586,5410,0.211501622424645,53747
"4153","IA","Iowa","19011",2021,"benton county",6462918,4417449,700418,782849,0,0,25984791,29935959,25571,4780,0.186901270772239,78155
"4154","NV","Nevada","32001",2021,"churchill county",81541557,32836266,8023335,9250185,0,0,52415114,59444512,25516,16753,0.656568427653237,67716
"4155","KS","Kansas","20009",2021,"barton county",0,5443841,0,0,0,0,29160113,30941212,25495,14766,0.579217824500843,54236
"4156","TN","Tennessee","47069",2021,"hardeman county",23297697,0,0,236873,224688,0,18281877,19048633,25460,5281,0.207407116487314,44314
"4157","WV","West Virginia","54053",2021,"mason county",6665140,1263650,288312,41849,0,0,9403867,12088877,25448,7962,0.31281184929085,44360
"4158","GA","Georgia","13035",2021,"butts county",21317745,10215318,0,4146486,0,0,28584262,34492728,25440,5697,0.223991507430998,61471
"4159","NM","New Mexico","35029",2021,"luna county",49728621,20157018,7733969,1736438,0,0,27792500,36175794,25422,14913,0.586502536673615,35040
"4160","MI","Michigan","26051",2021,"gladwin county",24257878,8696426,11768897,1882480,0,0,18709162,13465872,25386,0,0,49146
"4161","ID","Idaho","16075",2021,"payette county",3366641,0,0,1210946,0,0,15351230,19120666,25385,14916,0.587567950839045,58885
"4162","KS","Kansas","20149",2021,"pottawatomie county",0,9864111,0,0,0,0,52263640,66423397,25344,8735,0.344603124506864,78296
"4163","FL","Florida","12049",2021,"hardee county",28588878,9947659,2109221,7148168,0,0,44369398,48400566,25326,9790,0.386544004422158,45964
"4164","FL","Florida","12133",2021,"washington county",23126105,5991433,359964,11096204,0,0,36942982,58665699,25322,0,0,47930
"4165","GA","Georgia","13111",2021,"fannin county",5397128,2217542,0,2789679,0,0,28145505,42081839,25319,0,0,54446
"4166","MO","Missouri","29001",2021,"adair county",8088287,0,0,0,0,0,14040880,15843212,25315,16846,0.665481551710516,47619
"4167","MN","Minnesota","27083",2021,"lyon county",25720285,3947774,2982983,2125587,89202,0,30138811,40719087,25268,13508,0.534568047805612,66692
"4168","MN","Minnesota","27153",2021,"todd county",19511507,7344510,3052867,4194941,72957,0,34375822,41646213,25253,146,0.00577943155727971,58012
"4169","MI","Michigan","26069",2021,"iosco county",12503116,8271928,0,3693228,0,0,21477774,26020489,25230,12681,0.502476522566074,47401
"4170","TN","Tennessee","47111",2021,"macon county",20295916,0,0,2650517,1668846,0,23120099,20880468,25215,6174,0.244844543147208,49357
"4171","IN","Indiana","18129",2021,"posey county",0,0,0,0,0,0,0,0,25213,7463,0.295892474823567,74102
"4172","TN","Tennessee","47097",2021,"lauderdale county",4836975,0,0,2652454,1998849,0,16222852,22232240,25139,6922,0.275305253947421,42280
"4173","MI","Michigan","26137",2021,"otsego county",11462236,8397571,1011280,1419270,0,0,16534026,18782040,25095,8476,0.337810370252282,59538
"4174","MI","Michigan","26101",2021,"manistee county",25680084,16956372,2843937,3378839,0,0,24573678,23014100,25029,8093,0.323306168104826,54422
"4175","IA","Iowa","19017",2021,"bremer county",10889820,5619631,428860,3401274,0,0,20611533,23207712,24988,9159,0.36653593724988,75395
"4176","AL","Alabama","01019",2021,"cherokee county",20226295,7331284,4363463,3627469,0,0,16306739,18752816,24979,0,0,46365
"4177","GA","Georgia","13055",2021,"chattooga county",10438435,0,0,2519257,0,0,16327806,18348312,24969,10227,0.409653514920889,42974
"4178","MO","Missouri","29007",2021,"audrain county",0,0,0,0,0,0,15990200,18801134,24964,11351,0.454731191410945,55262
"4179","KY","Kentucky","21081",2021,"grant county",0,0,0,0,0,0,19052221,22074724,24946,0,0,61078
"4180","TN","Tennessee","47081",2021,"hickman county",0,0,0,0,0,0,0,0,24909,0,0,50345
"4181","CO","Colorado","08107",2021,"routt county",16043543,0,0,9663504,0,0,55710584,68790946,24824,14455,0.582182125740062,93776
"4182","OK","Oklahoma","40065",2021,"jackson county",0,0,0,0,0,0,9038044,12412636,24785,18870,0.761347589267702,55293
"4183","NY","New York","36123",2021,"yates county",18897634,58469,1267470,7273878,0,0,47400751,56975821,24768,7790,0.314442560749173,63619
"4184","TX","Texas","48331",2021,"milam county",9203281,1008100,619992,1206920,0,0,21116360,26215645,24750,10615,0.428819584713582,53320
"4185","OR","Oregon","41013",2021,"crook county",33766031,4135967,512196,4838345,0,0,40756832,51081856,24735,12407,0.501536098310292,65755
"4186","VA","Virginia","51075",2021,"goochland county",144531104,4360034,3835973,6391396,0,0,76952565,88225612,24729,1798,0.072714037287176,104379
"4187","MO","Missouri","29131",2021,"miller county",0,0,0,0,0,0,14767184,18375374,24726,5819,0.235377396650756,47185
"4188","MO","Missouri","29175",2021,"randolph county",0,0,0,0,0,0,0,0,24713,12163,0.492110373846901,48560
"4189","CO","Colorado","08119",2021,"teller county",4463916,0,0,3836484,0,0,32165378,36599032,24711,9864,0.399190611088628,76715
"4190","AR","Arkansas","05023",2021,"cleburne county",1288828,1646717,0,1288828,0,0,15246224,19465248,24705,6743,0.272874428392214,50200
"4191","ID","Idaho","16031",2021,"cassia county",1821615,0,0,1337147,159123,0,21928025,23744170,24693,12250,0.496856621374975,63356
"4192","IN","Indiana","18181",2021,"white county",0,0,0,0,0,0,0,0,24691,9532,0.386098509397278,62151
"4193","KY","Kentucky","21205",2021,"rowan county",0,0,0,0,0,0,22223662,25959404,24654,9375,0.380139485848674,52451
"4194","GA","Georgia","13291",2021,"union county",3772072,0,0,3133584,0,0,30209145,36399281,24626,0,0,59494
"4195","MD","Maryland","24039",2021,"somerset county",62386003,8310296,23924209,4853272,0,0,45337732,46543041,24618,9915,0.40272136474411,47131
"4196","WV","West Virginia","54067",2021,"nicholas county",4304578,1238874,301673,2548780,0,0,7845041,9066111,24603,0,0,47186
"4197","GA","Georgia","13033",2021,"burke county",22575562,13775350,0,5959621,0,0,55452295,72490482,24594,6103,0.248129777199545,46977
"4198","TX","Texas","48463",2021,"uvalde county",24467189,3474538,0,214118,0,0,26255681,29265492,24564,15926,0.648347174727243,48438
"4199","WI","Wisconsin","55137",2021,"waushara county",25131968,0,2523805,3030748,6073265,0,41764452,45867440,24526,87,0.00354812398042414,57188
"4200","OR","Oregon","41031",2021,"jefferson county",28426771,9685417,203618,1866545,0,0,34626947,37977208,24507,8087,0.330054689413109,59317
"4201","IN","Indiana","18135",2021,"randolph county",0,0,0,0,0,0,80189465,84076645,24502,8192,0.334340053873153,50809
"4202","MO","Missouri","29215",2021,"texas county",3960964,0,0,964,0,0,7695140,8390338,24495,151,0.00616653734634704,41483
"4203","TX","Texas","48149",2021,"fayette county",11192025,7555375,0,470150,0,0,17564854,18548790,24436,5020,0.205443012072846,64711
"4204","IN","Indiana","18143",2021,"scott county",0,0,0,0,0,0,56695055,60607402,24383,7578,0.310777559055118,54747
"4205","GA","Georgia","13267",2021,"tattnall county",11227411,2280238,0,3345839,0,0,17822300,18744397,24287,0,0,44225
"4206","SC","South Carolina","45001",2021,"abbeville county",23954156,14486453,0,6460188,0,0,18670418,22772762,24287,5107,0.210207861699938,49485
"4207","KY","Kentucky","21137",2021,"lincoln county",0,0,0,0,0,0,7484297,8652823,24276,26,0.00107106076210093,44399
"4208","ID","Idaho","16013",2021,"blaine county",10524139,0,318229,3888005,255696,0,31114554,35145793,24275,18381,0.757292353328939,86735
"4209","ID","Idaho","16053",2021,"jerome county",12987726,0,0,3522927,125664,0,15360579,19836684,24241,12405,0.511820769897265,59040
"4210","NE","Nebraska","31047",2021,"dawson county",0,0,0,0,0,0,16928878,23658221,24111,10438,0.432914437393721,61817
"4211","KY","Kentucky","21013",2021,"bell county",0,0,0,0,0,0,9105816,13303441,24102,9815,0.407312113541105,31033
"4212","TX","Texas","48419",2021,"shelby county",1600046,385493,0,583913,0,0,13251000,15909088,24022,5123,0.213262842394472,43244
"4213","OR","Oregon","41027",2021,"hood river county",19470077,13121064,698684,1450341,0,100144,25609341,29218651,23978,11558,0.482045293406181,70850
"4214","TX","Texas","48007",2021,"aransas county",33775731,1859886,0,1933129,0,0,34854968,38138911,23831,18212,0.764246747796895,55435
"4215","WV","West Virginia","54097",2021,"upshur county",7006964,1197975,1852484,2736060,0,0,9993830,12014685,23817,8547,0.358876385623111,49704
"4216","KY","Kentucky","21183",2021,"ohio county",0,0,0,0,0,0,12514755,15976885,23772,5658,0.238011105502272,55432
"4217","IL","Illinois","17165",2021,"saline county",0,0,0,0,0,0,14639539,20787614,23772,8283,0.348493773140357,50914
"4218","WI","Wisconsin","55049",2021,"iowa county",37472046,0,1685941,4495739,4662384,0,34531750,40245025,23709,4898,0.206588215445611,73294
"4219","VA","Virginia","51139",2021,"page county",78068541,87670,2865321,6546314,0,0,43670836,50705697,23708,4742,0.200008435615167,53449
"4220","WV","West Virginia","54059",2021,"mingo county",2157418,1246966,287695,246142,0,0,7011862,7885042,23574,0,0,33416
"4221","TN","Tennessee","47057",2021,"grainger county",22233284,0,0,2972542,1770006,0,13953357,18557247,23527,3663,0.155693458579504,46983
"4222","LA","Louisiana","22075",2021,"plaquemines parish",230669905,4610442,84678518,34681971,4642563,0,95957762,86611265,23515,15711,0.668126727620668,68765
"4223","MO","Missouri","29221",2021,"washington county",0,0,0,0,0,0,13146757,14921637,23514,0,0,44063
"4224","MI","Michigan","26109",2021,"menominee county",13856815,10338090,0,2873395,0,0,13906184,14550106,23500,8656,0.368309080078291,57421
"4225","PA","Pennsylvania","42067",2021,"juniata county",363159,1490196,0,43302,0,0,15208792,17705000,23496,0,0,55279
"4226","MI","Michigan","26143",2021,"roscommon county",10803084,6326960,2259213,659447,0,0,21098569,23585736,23450,13167,0.561277121786947,50822
"4227","OR","Oregon","41015",2021,"curry county",24714219,20047239,0,3901724,0,0,22481542,19196150,23447,11294,0.481702635844067,52586
"4228","MI","Michigan","26009",2021,"antrim county",20198553,8033743,0,3801979,0,0,19201279,21951424,23428,0,0,59430
"4229","GA","Georgia","13119",2021,"franklin county",22720951,850112,0,1355260,0,0,22222697,27625813,23424,0,0,48045
"4230","IN","Indiana","18041",2021,"fayette county",0,0,0,0,0,0,0,0,23404,14401,0.615479955551757,50642
"4231","MN","Minnesota","27093",2021,"meeker county",45942224,13331608,1018150,11321111,69425,0,74156663,89244479,23400,6569,0.280726495726496,66785
"4232","IN","Indiana","18149",2021,"starke county",0,0,0,0,0,0,0,0,23370,0,0,57994
"4233","WA","Washington","53049",2021,"pacific county",0,683977,2565095,0,8645906,0,33700111,41574753,23365,8663,0.370768243098652,58715
"4234","WY","Wyoming","56039",2021,"teton county",27144706,14934192,0,10695108,162313,0,74790034,105231836,23323,10760,0.461188976040461,102709
"4235","MO","Missouri","29195",2021,"saline county",3772642,202559260,0,3772642,0,0,11399067,12456797,23319,13471,0.577336819097416,51994
"4236","SD","South Dakota","46135",2021,"yankton county",0,0,0,0,1777795,0,16241389,20746331,23311,16022,0.687344487344487,65826
"4237","MO","Missouri","29177",2021,"ray county",0,0,0,0,0,0,11259437,13431134,23160,6005,0.25930563951982,68609
"4238","WV","West Virginia","54027",2021,"hampshire county",8976416,1748319,413658,227677,0,0,11530739,12854305,23092,0,0,52186
"4239","AR","Arkansas","05123",2021,"st francis county",3701649,1226507,0,3701649,0,0,19314192,15706102,23089,8557,0.370593330446081,36781
"4240","AL","Alabama","01025",2021,"clarke county",12772007,3550221,0,3063053,0,0,12441548,18401665,23087,0,0,45447
"4241","WI","Wisconsin","55125",2021,"vilas county",19440288,0,1055688,5612984,4455610,0,31750140,37144756,23047,0,0,61716
"4242","AR","Arkansas","05111",2021,"poinsett county",0,0,0,759790,0,0,8840126,12655045,22965,7233,0.314957544088831,42639
"4243","VA","Virginia","51127",2021,"new kent county",95898790,4554179,883242,8827800,0,0,54400317,74368240,22942,0,0,102920
"4244","MI","Michigan","26133",2021,"osceola county",6869721,2477068,0,1500998,0,0,14072845,16690320,22890,0,0,52272
"4245","AR","Arkansas","05027",2021,"columbia county",1814203,1589132,0,1814203,0,0,13879789,17514840,22798,10403,0.456251918775492,44651
"4246","IN","Indiana","18047",2021,"franklin county",0,0,0,0,0,0,0,0,22796,2538,0.111389071757735,61261
"4247","GA","Georgia","13107",2021,"emanuel county",9471189,0,0,2979849,0,0,19035155,22375048,22769,7251,0.31847329585383,45252
"4248","KY","Kentucky","21115",2021,"johnson county",0,0,0,0,0,0,10668141,10837381,22679,5941,0.26194885361552,41013
"4249","VA","Virginia","51163",2021,"rockbridge county",81523016,5487322,883237,6674099,0,0,50107038,55454428,22650,2247,0.099205298013245,59252
"4250","AR","Arkansas","05103",2021,"ouachita county",3122102,1896474,0,3122102,0,0,23516645,24313249,22648,9873,0.435894039735099,47169
"4251","KY","Kentucky","21167",2021,"mercer county",0,0,0,0,0,0,8687224,10037095,22643,9791,0.432445563358509,53336
"4252","IA","Iowa","19183",2021,"washington county",30997831,5230478,847508,3725732,0,0,24914189,28409800,22567,6846,0.303390206071349,65761
"4253","WV","West Virginia","54009",2021,"brooke county",10314427,1354390,6090400,2526837,9025,0,10008715,15033348,22551,13168,0.583713817101822,52217
"4254","TN","Tennessee","47133",2021,"overton county",20301060,0,480367,2832813,0,0,16100732,20488809,22514,0,0,45793
"4255","TX","Texas","48365",2021,"panola county",16109511,4225537,9024680,2615375,0,0,28365428,29814823,22492,6328,0.28135698723934,54244
"4256","OK","Oklahoma","40009",2021,"beckham county",0,0,0,0,0,0,8814656,14003843,22411,11124,0.496385542168675,46744
"4257","KS","Kansas","20191",2021,"sumner county",0,5978552,0,0,0,0,42050192,45690634,22392,8360,0.373514431239389,58342
"4258","MI","Michigan","26089",2021,"leelanau county",0,0,0,0,0,0,0,0,22304,2769,0.124164835657594,86406
"4259","MN","Minnesota","27105",2021,"nobles county",25466653,5414271,440228,3683178,101032,0,28152743,37773131,22294,13800,0.619111709286676,58596
"4260","WA","Washington","53003",2021,"asotin county",0,412472,4720247,0,5408501,0,39253988,57306457,22288,20667,0.92739510881759,56438
"4261","NE","Nebraska","31155",2021,"saunders county",0,0,0,0,0,0,24312678,30491874,22280,4782,0.214651225424185,78689
"4262","OH","Ohio","39105",2021,"meigs county",17302905,9846988,0,4728445,0,1146205,20193053,27717271,22197,2659,0.119720846465556,45935
"4263","IA","Iowa","19123",2021,"mahaska county",23221953,3882804,665617,1169528,0,0,18515932,19492823,22180,12541,0.565164488508337,62776
"4264","VA","Virginia","51105",2021,"lee county",16988697,3969287,3157188,4769800,0,0,30739473,32128617,22173,0,0,38529
"4265","LA","Louisiana","22043",2021,"grant parish",1735152,0,0,1040980,301843,0,6176329,10913734,22163,0,0,50979
"4266","LA","Louisiana","22085",2021,"sabine parish",16115600,0,5863402,3460710,517899,0,19762323,20807161,22144,0,0,44952
"4267","TX","Texas","48225",2021,"houston county",16308375,504069,0,3107305,0,0,13696006,15147490,22067,5935,0.268965829783377,45603
"4268","NC","North Carolina","37007",2021,"anson county",23012010,5764327,9713316,2770581,36314,0,39476766,42467083,22052,4903,0.222307866696894,40773
"4269","GA","Georgia","13237",2021,"putnam county",8792569,4195119,0,3122433,0,0,29008519,34911008,22046,0,0,55826
"4270","IL","Illinois","17085",2021,"jo daviess county",4846871,0,825884,3817097,295881,0,18123548,22489751,22042,2558,0.116088041751759,67839
"4271","NC","North Carolina","37117",2021,"martin county",52107660,4935760,19136097,1029860,34013,0,37122331,39554921,22035,5522,0.250646815850393,43261
"4272","KS","Kansas","20175",2021,"seward county",19015003,8251409,0,1384491,0,0,26402895,30386518,21962,19843,0.903432890183937,61897
"4273","OH","Ohio","39175",2021,"wyandot county",0,12086197,0,0,0,1420428,32050812,33198735,21894,6628,0.302648401826484,65757
"4274","TN","Tennessee","47151",2021,"scott county",27606936,0,289721,2716011,2353479,0,16369153,21425765,21852,0,0,40788
"4275","VA","Virginia","51147",2021,"prince edward county",31270948,2461583,1204253,2696953,0,0,28458128,34907320,21846,7268,0.332646803057348,51239
"4276","CA","California","06011",2021,"colusa county",96510009,83475964,0,5718232,0,1914525,68225934,75721318,21837,12513,0.57296579513714,60725
"4277","WV","West Virginia","54005",2021,"boone county",4447819,1405106,404623,2270557,0,0,10010488,11226063,21807,0,0,41227
"4278","FL","Florida","12123",2021,"taylor county",8944038,5788055,0,2001596,0,0,31148546,38880573,21800,6531,0.299642136171775,47083
"4279","GA","Georgia","13205",2021,"mitchell county",9476565,2951024,0,817284,0,0,20604217,28526651,21762,5270,0.242243162491381,42539
"4280","NE","Nebraska","31067",2021,"gage county",0,0,0,0,0,0,30192406,31660593,21706,12142,0.559436048654626,56261
"4281","TX","Texas","48281",2021,"lampasas county",24573436,2643413,143693,2906470,0,0,13646920,14994642,21632,7324,0.338650760623295,64401
"4282","MS","Mississippi","28043",2021,"grenada county",18453063,8833232,0,3790759,0,0,21034387,18742436,21627,10276,0.475102871145222,39562
"4283","GA","Georgia","13189",2021,"mcduffie county",4437352,991470,0,2832682,0,0,25995855,34418567,21625,8788,0.40625,44597
"4284","ND","North Dakota","38093",2021,"stutsman county",29903575,21044618,527534,1426985,0,0,23684956,21078628,21607,15207,0.704256008891771,63871
"4285","TX","Texas","48165",2021,"gaines county",149749,0,0,0,894091,0,23933686,25259497,21599,7068,0.327252523381795,58712
"4286","NE","Nebraska","31043",2021,"dakota county",0,0,0,0,0,0,12536266,16616854,21587,17135,0.793948660921138,64231
"4287","ID","Idaho","16067",2021,"minidoka county",2927649,0,308861,2390339,98824,0,11196872,13556790,21582,12025,0.556378105769676,61010
"4288","VA","Virginia","51169",2021,"scott county",16872313,7986082,4110660,2917127,0,0,28869031,28499600,21568,365,0.0169169447534297,42894
"4289","NC","North Carolina","37091",2021,"hertford county",43899302,4273327,14697912,3722825,34767,0,29845464,42283780,21552,4861,0.225547512991834,40461
"4290","KY","Kentucky","21133",2021,"letcher county",0,0,0,0,0,0,10960923,10486071,21551,0,0,34897
"4291","TX","Texas","48219",2021,"hockley county",2294879,1924534,0,370345,0,0,18016298,21502022,21543,12601,0.585086130844593,51078
"4292","CO","Colorado","08075",2021,"logan county",6570861,0,0,3750660,0,0,27378368,33945940,21527,12278,0.57032701597919,53234
"4293","IL","Illinois","17083",2021,"jersey county",5283266,0,0,355609,0,0,10586845,14867372,21520,8731,0.405866493120119,68675
"4294","UT","Utah","49041",2021,"sevier county",7306788,1258512,0,789292,0,0,26393116,33806569,21517,8393,0.389973050831707,68303
"4295","IL","Illinois","17051",2021,"fayette county",1875116,0,0,1442537,0,0,10410064,15373782,21492,8110,0.377419955323902,52610
"4296","AR","Arkansas","05019",2021,"clark county",1946701,1304816,0,1946701,0,0,22542723,33516047,21447,10086,0.470297491373683,47158
"4297","WV","West Virginia","54109",2021,"wyoming county",4361076,1352921,369144,2118689,0,0,9407423,11116327,21387,0,0,37522
"4298","OK","Oklahoma","40139",2021,"texas county",0,0,0,0,0,0,13520925,17040334,21386,12516,0.585297418630752,56229
"4299","MN","Minnesota","27157",2021,"wabasha county",22040204,5897435,744666,4656049,70640,0,25665091,32680246,21380,4025,0.188198438303642,68843
"4300","MN","Minnesota","27057",2021,"hubbard county",31397346,8280702,1068191,3864290,150152,0,46060794,51331283,21348,0,0,65557
"4301","MS","Mississippi","28101",2021,"newton county",0,0,0,0,0,0,16932475,16506495,21293,0,0,45278
"4302","MS","Mississippi","28079",2021,"leake county",20970270,11121244,0,3716289,0,0,15407140,17637328,21272,0,0,42938
"4303","TX","Texas","48299",2021,"llano county",12609374,265514,0,3396678,0,0,16715349,19078121,21243,10576,0.497858117968272,61037
"4304","MN","Minnesota","27045",2021,"fillmore county",11801555,5307452,1318228,3005998,30966,0,26976827,34421049,21229,0,0,67804
"4305","NC","North Carolina","37115",2021,"madison county",18444599,4701581,0,1440240,64874,0,32623388,35957821,21192,0,0,51849
"4306","WI","Wisconsin","55053",2021,"jackson county",12630390,0,2278735,4092998,4162528,0,29844441,32178829,21142,4415,0.208796405769686,59478
"4307","AR","Arkansas","05083",2021,"logan county",942319,1824963,0,942319,0,0,12427747,15398666,21132,0,0,45558
"4308","LA","Louisiana","22111",2021,"union parish",13016486,3292,744354,586267,817084,0,18370879,19035806,21106,0,0,43746
"4309","LA","Louisiana","22007",2021,"assumption parish",23784797,15319,5592921,5405580,574282,0,18986825,17651362,21040,7469,0.355007367270308,42404
"4310","TN","Tennessee","47129",2021,"morgan county",15809119,0,0,2642773,744829,0,15096235,19436496,21027,0,0,48122
"4311","MO","Missouri","29141",2021,"morgan county",0,0,0,0,0,0,0,0,21000,0,0,50410
"4312","IL","Illinois","17173",2021,"shelby county",152941,0,0,108528,0,0,17782960,19660252,20995,4924,0.234587898999524,55725
"4313","SC","South Carolina","45039",2021,"fairfield county",77026630,31391555,14334736,2703970,0,0,43993516,42746513,20951,4759,0.227181592514799,40766
"4314","IL","Illinois","17145",2021,"perry county",1330167,0,0,204138,0,0,9494360,16432097,20940,5933,0.283265695870136,53071
"4315","NE","Nebraska","31177",2021,"washington county",0,0,0,0,0,0,28746689,26010820,20865,8001,0.383465132997843,100572
"4316","TX","Texas","48019",2021,"bandera county",17311731,8778450,626774,2817088,0,0,20981932,22697121,20843,0,0,69051
"4317","IA","Iowa","19021",2021,"buena vista county",12437641,5388455,141306,711681,0,0,19621728,23561039,20830,11860,0.569562503001489,60576
